content,appear_time,mode,font_size,color,send_time,user_hash,row_id
老鼠正常发挥,70.681,1,25,16777215,2025-04-18 18:40:11,fe1bcceb,1827723426010885888
好菜的公孙离,205.063,1,25,16777215,2025-04-18 18:40:08,b752bc21,1827723404804619008
1.5万人没人说话？,137.919,1,25,16777215,2025-04-18 18:40:06,c75acdc6,1827723391491403776
射手给机会啊，演员啊,207.241,1,25,16777215,2025-04-18 18:40:06,cbab98cb,1827723391071687168
突然发现六分钟前,99.117,5,25,16777215,2025-04-18 18:40:04,5daa0134,1827723371400766720
那为什么不去玩圣诞老人？,222.842,1,25,16777215,2025-04-18 18:40:03,80187f81,1827723364069023744
队友：老夫子存活15级,159.433,5,25,15138834,2025-04-18 18:40:02,ec8cffa6,1827723356972614656
饭里一粒米都没有,115.872,5,25,16777215,2025-04-18 18:39:56,f0f6312b,1827723304652460800
确实挺不错的,228.36,1,25,16777215,2025-04-18 18:39:49,d558023f,1827723241754725632
这二百你路上拿着,161.459,5,25,16777215,2025-04-18 18:39:43,bb7f3e87,1827723195902434560
吕布：老头这一丝血我必劈你,158.892,1,25,16777215,2025-04-18 18:39:41,45ecbf5e,1827723174914599168
我们该算算旧账了,136.032,1,25,16777215,2025-04-18 18:39:40,f0cbb1cd,1827723170468826112
确实挺不错的,226.074,1,25,16777215,2025-04-18 18:39:40,e6b738af,1827723167465594624
怎么逆风怎么水火的你别问,163.959,1,25,16777215,2025-04-18 18:39:37,19f1bd36,1827723144438888704
全世界最早,0.92,5,25,15138834,2025-04-18 18:39:36,62323fa8,1827723133440909824
快说，究竟是谁在厨子饭里下毒的,111.28,5,25,16777215,2025-04-18 18:39:36,965a63d9,1827723132073999104
5分钟,2.567,1,25,16777215,2025-04-18 18:39:27,ee68a3fa,1827723059806291200
热一热还能吃,3.627,5,25,16777215,2025-04-18 18:39:26,8f3de57d,1827723054336253440
他自杀了,163.651,1,25,16777215,2025-04-18 18:39:26,4692def1,1827723048942960896
我觉得非常不错,228.76,5,25,16777215,2025-04-18 18:39:25,86f0c8b1,1827723040486703872
牢懿是这样的,71.235,1,25,16777215,2025-04-18 18:39:24,59903a0a,1827723036166687232
山东省气人王,0.428,1,25,16777215,2025-04-18 18:39:22,49b18ed2,1827723016235878656
这一刻简直是像战神,109.819,1,25,16777215,2025-04-18 18:39:21,b79b9ce0,1827723006555310336
吃,8.173,1,25,16777215,2025-04-18 18:39:20,7ac38071,1827722999433413888
对味了,159.776,1,25,16777215,2025-04-18 18:39:20,c92bb6ef,1827722997453385984
2分钟,17.412,1,25,16777215,2025-04-18 18:39:19,a8008eae,1827722991706961664
吕布:招,163.583,1,25,16777215,2025-04-18 18:39:17,b752bc21,1827722977849541376
确实挺不错的,228.31,5,25,15138834,2025-04-18 18:39:12,ae1dfaa4,1827722937910908160
你别说这稠狐狸大招还挺好,170.779,1,25,16777215,2025-04-18 18:39:10,ef0b906,1827722918516817408
终于玩，老头了，爷青回,0.671,1,25,14811775,2025-04-18 18:39:09,1fdba59c,1827722912736784896
2/7，是怎么陷入水火的不说是谁,163.208,1,25,16777215,2025-04-18 18:39:03,cbab98cb,1827722859074827008
幽默老鼠,68.369,1,25,16777215,2025-04-18 18:38:58,768a5a7e,1827722815705616128
不如圣诞,23.611,5,25,15138834,2025-04-18 18:38:57,fdc7821d,1827722806797479168
确实挺不错的,227.6,5,25,15138834,2025-04-18 18:38:56,10c0eb87,1827722796781485312
2-7怎么逆风的你别管,169.389,1,25,16777215,2025-04-18 18:38:55,80187f81,1827722788132229889
那么队友是怎么陷入水火的呢？,164.076,1,25,16777215,2025-04-18 18:38:46,84b2a80c,1827722718029170432
怎么陷入水火:铁根2-7,164.156,1,25,16777215,2025-04-18 18:38:46,ef0b906,1827722716351367424
不好！饭里有毒！,111.083,1,25,16777215,2025-04-18 18:38:45,166c20ef,1827722708365095680
怎么陷入的你别问,165.041,1,25,16777215,2025-04-18 18:38:43,b1f33293,1827722692686883840
此地，容不下你,130.598,1,25,11890,2025-04-18 18:38:43,8281b520,1827722692124585472
确实挺不错的,228.051,1,25,16777215,2025-04-18 18:38:43,71308d61,1827722691881937152
没用过圣诞老人的根本不知道,25.41,1,25,16777215,2025-04-18 18:38:41,d3db2e70,1827722671791035136
小乔：这力量不属于你,104.171,1,25,16777215,2025-04-18 18:38:35,509b6192,1827722622633597696
对胃了,161.325,1,25,16777215,2025-04-18 18:38:34,80187f81,1827722617751108864
看战绩就知道水火哪来的了,168.853,1,25,16777215,2025-04-18 18:38:33,363305d6,1827722610361503744
差多了这手感,28.819,1,25,16777215,2025-04-18 18:38:27,c568cd92,1827722559962566400
怎么陷入水火的你别管,163.656,1,25,16777215,2025-04-18 18:38:26,436fa564,1827722547135899648
0/4,119.131,1,25,16777215,2025-04-18 18:38:25,f7609741,1827722537212429824
4分钟！,1.865,1,25,16777215,2025-04-18 18:38:22,c89d763c,1827722514831568384
用盘古。,92.14,1,25,16777215,2025-04-18 18:38:15,87e9cd00,1827722455474020864
铁根铁根，那队友是怎么陷入水火的呢？,164.221,1,25,16777215,2025-04-18 18:38:12,ef0567b2,1827722432380403200
这，这不对吧,113.943,1,25,16777215,2025-04-18 18:38:10,c92bb6ef,1827722418555294464
我们该，算算旧账了,130.598,5,25,11890,2025-04-18 18:38:10,8281b520,1827722413354549760
确实挺不错的,227.291,1,25,16777215,2025-04-18 18:38:09,456692cd,1827722406324792064
舒服了,160.897,1,25,16777215,2025-04-18 18:38:08,2de9cb6d,1827722399698317312
你是？,141.165,1,25,16777215,2025-04-18 18:38:07,80187f81,1827722385093127168
舒服了,162.309,1,25,16777215,2025-04-18 18:38:02,2881cd5b,1827722349945332992
陌生,117.779,1,25,16777215,2025-04-18 18:38:02,2d667125,1827722349744196352
厨师长掀桌了,99.67,1,25,16777215,2025-04-18 18:38:00,f6463401,1827722327371608832
确实,178.669,1,25,16777215,2025-04-18 18:37:58,13e6d019,1827722313018846464
老夫子有积分夺宝吗？,4.627,1,25,16777215,2025-04-18 18:37:58,ad5ef760,1827722312280669184
敖隐：？,185.036,5,25,15138834,2025-04-18 18:37:57,719dc98c,1827722306987015168
不好，饭里有毒,103.981,5,25,16777215,2025-04-18 18:37:54,f0f6312b,1827722280420427264
我怎么听着是鞭子抽在身上的感觉,25.279,5,25,16707842,2025-04-18 18:37:53,fec01333,1827722267946212864
队友怎么陷入水火的,163.245,1,25,16777215,2025-04-18 18:37:52,1e07ba4,1827722262804667392
陌生,102.911,1,25,16777215,2025-04-18 18:37:50,162e33d0,1827722247645832448
空瓶是我的,160.066,1,25,16777215,2025-04-18 18:37:45,642d8329,1827722203689995776
雅典娜…,120.197,1,25,16777215,2025-04-18 18:37:43,e0daa8ab,1827722189974576128
这不对吧？(),106.011,1,25,16777215,2025-04-18 18:37:41,74fb894e,1827722172374891264
饱了,157.994,1,25,16777215,2025-04-18 18:37:41,aae0f4a8,1827722169724516352
根终于更老头了，爷青回！,0.309,1,25,16777215,2025-04-18 18:37:40,59903a0a,1827722161125826560
这个素材用过了,143.969,1,25,16777215,2025-04-18 18:37:38,8b32c57a,1827722142570669568
舒服了,161.68,5,25,15138834,2025-04-18 18:37:37,10c0eb87,1827722134442163712
？老头特色？,55.515,5,25,15138834,2025-04-18 18:37:36,277a2044,1827722126145805824
陌生,91.981,5,25,16777215,2025-04-18 18:37:34,f0f6312b,1827722114359392768
这不得被狄大人警告？,47.084,5,25,16707842,2025-04-18 18:37:34,6b432f80,1827722113000469504
那我问你，为什么,164.563,1,25,16777215,2025-04-18 18:37:32,379886b3,1827722096273286656
黑牢鼠,70.984,5,25,15138834,2025-04-18 18:37:31,c3b862a9,1827722086165311488
7级打9级,120.239,1,25,16777215,2025-04-18 18:37:29,13ad0f91,1827722071502368512
所以为什么要追着辅助打呢,104.865,1,25,16777215,2025-04-18 18:37:29,1eb4d3af,1827722069580761088
项羽背大锅,63.742,1,25,16777215,2025-04-18 18:37:28,4f844283,1827722063943624960
司马懿：王者荣耀策划,71.33,5,25,15138834,2025-04-18 18:37:28,83b1ee2c,1827722062727786240
这这不对吧,120.15,1,25,16777215,2025-04-18 18:37:26,c6fbd541,1827722043668887040
？,103.469,1,25,16777215,2025-04-18 18:37:26,80187f81,1827722043156961280
每头梦,104.909,1,25,16777215,2025-04-18 18:37:26,73e97bbf,1827722041059712000
怎么陷入水火的？,164.718,1,25,16777215,2025-04-18 18:37:25,55169304,1827722039223037696
3分,3.583,1,25,16777215,2025-04-18 18:37:25,b7ebd0af,1827722035540379136
？,105.011,1,25,16777215,2025-04-18 18:37:24,363305d6,1827722028619888896
饭里有毒,106.516,5,25,16777215,2025-04-18 18:37:21,346abc8c,1827721999561304576
0分钟,127.17,1,25,16777215,2025-04-18 18:37:19,f334abf9,1827721990149116416
吃能量包未遂,48.273,5,25,15138834,2025-04-18 18:37:16,277a2044,1827721962744170752
开饭,0.42,5,25,16777215,2025-04-18 18:37:16,965a63d9,1827721957887108096
这就是你0-4的理由吗,120.628,1,25,16777215,2025-04-18 18:37:15,b2ffb2dd,1827721956150142464
秒吃,4.051,1,25,16777215,2025-04-18 18:37:15,15e4f797,1827721953532885760
对味儿了,158.752,1,25,16777215,2025-04-18 18:37:15,1fdba59c,1827721951091931136
0-4-0,119.811,1,25,16777215,2025-04-18 18:37:14,e145810a,1827721946318907136
咋没人,111.724,1,25,16777215,2025-04-18 18:37:14,e288bab9,1827721942929793792
展示神力,72.611,1,25,16777215,2025-04-18 18:37:11,e591d011,1827721921816140800
“0-4-0”,119.011,5,25,16777215,2025-04-18 18:37:08,ce557b7c,1827721893831762944
好笑吗，我只看到一只绝望的老鼠,68.734,1,25,16777215,2025-04-18 18:37:05,911de124,1827721872851658752
小丑司马懿,73.141,1,25,16777215,2025-04-18 18:37:05,f0f6312b,1827721872096106496
陌生,109.506,1,25,16777215,2025-04-18 18:37:03,a8e53f61,1827721848222259200
夹子元坦暗信：请选择你的英雄,93.651,1,25,16777215,2025-04-18 18:37:02,b6228fd6,1827721841570745856
那确实挺不错的,227.1,5,25,15138834,2025-04-18 18:37:00,8421c08a,1827721825992868864
这就是福来,105.791,1,25,16777215,2025-04-18 18:36:59,5b7805c9,1827721821857453824
两分钟,13.58,1,25,16777215,2025-04-18 18:36:58,4aa02a0b,1827721814022459648
细节打项羽,14.14,1,25,16777215,2025-04-18 18:36:57,eb31faa2,1827721805423820032
陌生,122.562,1,25,16777215,2025-04-18 18:36:56,9d15df89,1827721795341098496
111,10.331,1,25,16777215,2025-04-18 18:36:55,306a85ef,1827721783629903616
两分钟,7.051,1,25,16777215,2025-04-18 18:36:53,8bf796e4,1827721768665233408
3分钟前,0.0,1,25,16777215,2025-04-18 18:36:52,339fe417,1827721758481449472
细节打项羽,14.14,1,25,16777215,2025-04-18 18:36:52,eb31faa2,1827721758321847552
有效乘伤！,110.037,1,25,16777215,2025-04-18 18:36:46,13e6d019,1827721706203613184
？,118.18,1,25,16777215,2025-04-18 18:36:45,7ae7ec79,1827721705347407360
陌生,92.286,1,25,16777215,2025-04-18 18:36:43,2881cd5b,1827721688126221056
为什么陷入的你别问,163.853,1,25,16777215,2025-04-18 18:36:39,c4a2250b,1827721654806230784
血包：并非完美,47.251,1,25,16777215,2025-04-18 18:36:39,e591d011,1827721652852113664
开了吧。,120.208,1,25,16777215,2025-04-18 18:36:37,55169304,1827721634422291200
哦,3.833,1,25,16777215,2025-04-18 18:36:34,30f084a8,1827721610053081344
细节鸡爪,125.119,1,25,16777215,2025-04-18 18:36:34,1fdba59c,1827721607058330880
1102,4.16,1,25,16777215,2025-04-18 18:36:33,67d690d1,1827721603384203008
最早的一集,1.349,1,25,16777215,2025-04-18 18:36:32,7ab973a0,1827721594920454144
陌生,103.02,5,25,15138834,2025-04-18 18:36:32,10c0eb87,1827721588276587008
血包逃过一劫。,48.705,1,25,16777215,2025-04-18 18:36:30,3266c66e,1827721578058877952
陌生,115.094,1,25,16777215,2025-04-18 18:36:30,7ad79dfe,1827721575743977472
这不对吧？,115.795,1,25,16777215,2025-04-18 18:36:30,55169304,1827721574351613696
幽默老鼠人,72.451,1,25,16777215,2025-04-18 18:36:29,27283812,1827721565031134720
宇智波奶昔！,32.416,1,25,16777215,2025-04-18 18:36:27,6d7d52cd,1827721553229026048
陌生,116.351,1,25,16777215,2025-04-18 18:36:27,3dcf5b9c,1827721549764558592
两分钟,0.0,1,25,16777215,2025-04-18 18:36:26,94574e47,1827721542743180032
芝士雪豹（血包）：什么动静,49.18,1,25,16777215,2025-04-18 18:36:26,13e66b3b,1827721540662908160
最早,3.536,1,25,41194,2025-04-18 18:36:25,889b31ce,1827721531057529600
来早了,74.384,1,25,16777215,2025-04-18 18:36:22,5205efd9,1827721511579264768
陌生,67.039,1,25,16777215,2025-04-18 18:36:21,f8c95310,1827721503233018624
细节不吃血包,47.09,1,25,16777215,2025-04-18 18:36:20,55ad0d9e,1827721490331161856
饭里下毒了！,114.434,1,25,15138834,2025-04-18 18:36:18,3a0f1262,1827721478301454080
秒吃,3.16,1,25,15138834,2025-04-18 18:36:18,7ef6c308,1827721472270487552
菜逼连血包都没给他润了。,49.934,1,25,11890,2025-04-18 18:36:07,891314ee,1827721385414880256
秒吃,7.424,5,25,15138834,2025-04-18 18:36:06,97dfb9d9,1827721372965913600
来了,6.259,1,25,16777215,2025-04-18 18:36:05,4bb632c7,1827721366305356032
一分钟！,1.18,1,25,16777215,2025-04-18 18:36:04,2b887ee5,1827721353277805824
差个雪豹,47.775,1,25,16777215,2025-04-18 18:36:02,2c91d83,1827721336458345728
秒吃,74.691,1,25,16777215,2025-04-18 18:35:59,188e5a9b,1827721318532273408
听到音效直接上号去买,22.325,1,25,16777215,2025-04-18 18:35:58,644332d7,1827721308138719232
第一个,36.909,1,25,15138834,2025-04-18 18:35:56,6887fe22,1827721291798136320
雪豹吃了就更好了,51.981,1,25,16777215,2025-04-18 18:35:55,ec6eee50,1827721278577684992
一分钟,5.27,1,25,16777215,2025-04-18 18:35:49,25d0e942,1827721231542396416
热乎的,60.409,1,25,16777215,2025-04-18 18:35:46,cef5e451,1827721205445224960
来的挺早的,3.373,1,25,16777215,2025-04-18 18:35:44,76764a15,1827721190044185344
2分钟,9.611,1,25,16777215,2025-04-18 18:35:40,c7e1903b,1827721156019355648
血包：嘿嘿嘿,48.144,5,25,16707842,2025-04-18 18:35:36,6ae54114,1827721125996648192
空屏,36.211,1,25,16777215,2025-04-18 18:35:36,2c2a9df5,1827721118321375744
细节王维处,77.531,1,25,16777215,2025-04-18 18:35:31,1fdba59c,1827721077418227456
一分钟我出息了,9.5,1,25,16777215,2025-04-18 18:35:27,bbe350f7,1827721049299661568
1分钟,4.711,1,25,16777215,2025-04-18 18:35:27,83413c23,1827721046389070848
没吃到猕猴桃，略感遗憾~,47.282,5,25,16777215,2025-04-18 18:35:23,38a26c5d,1827721015099370496
只要能到那个地方,49.631,1,25,16777215,2025-04-18 18:35:21,a5678b02,1827721000033948672
秒吃如何呢,11.348,1,25,16777215,2025-04-18 18:35:21,568ec767,1827720996392690688
烫,7.731,1,25,16777215,2025-04-18 18:35:21,7517345c,1827720996208638208
刚刚！,4.149,1,25,16777215,2025-04-18 18:35:09,5de7c6e4,1827720899395358720
零分钟,3.95,1,25,16777215,2025-04-18 18:35:08,8b32c57a,1827720885764285440
刚刚！,39.331,1,25,16777215,2025-04-18 18:35:07,a48b9afd,1827720879607041792
秒吃,1.1,1,25,16777215,2025-04-18 18:35:03,f81657cc,1827720847939442176
呜呜呜,51.719,1,25,16777215,2025-04-18 18:35:00,94db82b2,1827720816541381888
o分钟还能吃,10.549,1,25,16777215,2025-04-18 18:34:57,13e6d019,1827720792843542272
0分钟,6.701,1,25,16777215,2025-04-18 18:34:56,25e4c341,1827720789966395904
0分钟！,9.36,1,25,16777215,2025-04-18 18:34:56,30736427,1827720784597710592
刚刚,15.479,1,25,16777215,2025-04-18 18:34:55,3cb59fa1,1827720781669616896
0分钟,0.768,1,25,16777215,2025-04-18 18:34:54,5cd59fe7,1827720772358604800
秒吃,17.085,1,25,16777215,2025-04-18 18:34:52,379886b3,1827720755765467136
来了奥,2.097,1,25,16777215,2025-04-18 18:34:47,5c2460ee,1827720708756245504
第一，可以吃,0.813,1,25,15138834,2025-04-18 18:34:46,b9cfbec0,1827720706776581376
抢位置。,9.511,1,25,16777215,2025-04-18 18:34:45,55169304,1827720695401492736
0分钟前！第一,2.899,1,25,16777215,2025-04-18 18:34:44,dfef3bd3,1827720688547800832
秒吃如何呢,13.016,1,25,16777215,2025-04-18 18:34:43,e96edb30,1827720679345313280
秒吃,4.575,1,25,16777215,2025-04-18 18:34:37,84da4eca,1827720626975673344
来了。,3.051,1,25,16777215,2025-04-18 18:34:34,55169304,1827720603185533184
听说来早了，发什么都会火,4.2,1,25,16777215,2025-04-18 18:34:34,ab43dff3,1827720599410705152
秒赤,5.277,1,25,16777215,2025-04-18 18:34:32,332d97b4,1827720588614527232
零分钟,138.631,1,25,16777215,2025-04-18 18:34:32,da8283a5,1827720584587398400
秒赤，如何呢,3.351,1,25,16777215,2025-04-18 18:34:30,50d9bcbd,1827720572491722496
刚刚！！,1.095,1,25,16777215,2025-04-18 18:34:28,436fa564,1827720548130816512
就我自己,5.611,1,25,16777215,2025-04-18 18:34:25,f69ae976,1827720524441621248
一分钟,4.63,1,25,15138834,2025-04-18 18:34:22,aaf0cb4,1827720505592512256
刚刚,1.96,1,25,16777215,2025-04-18 18:34:14,9b475096,1827720432192216576
一分钟我出息了,0.06,1,25,16777215,2025-04-18 18:34:11,7ad79dfe,1827720408250995200
刚刚,0.851,1,25,16777215,2025-04-18 18:34:08,86f0c8b1,1827720386910099200
啊哈,4.691,1,25,16777215,2025-04-18 18:34:06,418daf41,1827720369999117568
